emissoes_ultimos_3_meses,emissoes_ultimo_mes,crescimento_emissoes,tickets_abertos_ultimos_3_meses,tickets_abertos_ultimo_mes,crescimento_tickets_abertos,atraso_fatura_ultimos_3_meses,atraso_fatura_ultimo_mes,mes,cancelamento
2409,848,1.06,8,2,0.67,0,0,7,0
949,332,1.05,3,1,1.00,0,0,1,0
4930,1660,1.01,1,0,0.00,0,0,6,1
8940,2994,1.00,5,2,1.00,0,0,3,0
649,229,1.06,10,4,1.00,0,0,6,0
6207,2106,1.02,12,2,0.50,0,0,5,0
6264,2114,1.01,7,1,0.33,2,0,3,1
1172,430,1.10,10,3,0.75,0,0,2,0
788,308,1.17,13,3,0.60,2,1,11,0
8755,2956,1.01,11,4,1.00,0,0,4,0
6151,2066,1.01,1,0,0.00,2,0,9,0
983,355,1.08,7,3,1.00,0,0,11,0
2128,758,1.07,4,2,1.00,0,0,1,0
301,142,1.41,9,3,1.00,0,0,10,0
9193,1807,0.59,12,13,3.25,3,1,2,1
4362,1500,1.03,5,2,1.00,1,0,11,1
2463,845,1.03,13,5,1.00,2,1,5,0
5913,2021,1.03,10,2,0.50,0,0,7,0
3385,1152,1.02,15,5,1.00,1,1,4,0
3967,787,0.59,41,23,1.64,3,0,7,1
4775,1637,1.03,13,5,1.00,0,0,1,0
1479,515,1.04,11,2,0.50,1,0,2,0
7796,2630,1.01,5,2,1.00,0,0,7,0
9535,3192,1.00,5,2,1.00,0,0,4,0
8377,2818,1.01,15,3,0.60,2,1,3,0
4358,1479,1.02,7,1,0.33,2,0,10,1
1879,641,1.02,2,0,0.00,0,0,3,0
5358,1834,1.03,6,2,1.00,2,0,7,1
6272,2114,1.01,12,2,0.50,0,0,5,0
448,188,1.25,2,0,0.00,0,0,2,0
1443,272,0.57,51,23,1.35,0,0,7,1
8595,1671,0.58,48,20,1.25,3,1,7,1
1696,582,1.03,1,0,0.00,0,0,11,1
1587,551,1.04,6,2,1.00,0,0,5,0
8567,2896,1.01,10,3,0.75,0,0,7,0
8878,2994,1.01,14,5,1.00,0,0,10,1
2040,360,0.53,38,13,1.00,0,0,7,0
9316,3120,1.00,0,0,0.00,0,0,3,0
3365,1137,1.01,6,2,1.00,0,0,5,0
4183,1414,1.01,14,4,0.80,2,0,1,0
6086,2078,1.02,0,0,0.00,1,0,3,0
4902,1671,1.02,9,2,0.67,0,0,4,0
6877,2331,1.02,1,0,0.00,0,0,2,0
1311,467,1.07,2,0,0.00,1,1,6,0
7176,2406,1.01,11,4,1.00,0,0,4,0
4946,1664,1.01,2,0,0.00,0,0,2,0
1278,449,1.05,5,2,1.00,1,0,11,0
8686,1733,0.60,16,9,1.50,3,1,8,1
3938,746,0.57,18,13,2.17,0,0,12,1
8730,2952,1.01,6,2,1.00,0,0,5,0
2488,852,1.03,0,0,0.00,2,0,11,0
1114,418,1.12,13,4,0.80,0,0,8,0
4641,1579,1.02,1,0,0.00,1,1,4,1
4747,1612,1.02,15,4,0.80,0,0,2,1
1234,213,0.52,40,17,1.21,1,1,6,1
9543,3221,1.01,15,3,0.60,2,0,10,0
7861,2643,1.01,13,5,1.00,1,0,3,0
4008,796,0.60,47,16,1.00,3,0,7,1
7464,2508,1.01,3,1,1.00,1,0,5,1
4016,1355,1.01,7,1,0.33,1,0,1,0
6908,2319,1.01,7,1,0.33,0,0,7,1
7458,1460,0.59,43,24,1.60,2,1,6,0
7686,2587,1.01,9,1,0.33,2,0,9,0
7581,2557,1.01,8,2,0.67,1,1,2,1
4399,1491,1.02,4,2,1.00,2,0,7,1
4524,1531,1.02,6,2,1.00,0,0,5,0
7748,2617,1.01,7,1,0.33,0,0,2,1
2461,836,1.02,12,3,0.75,1,0,6,1
3097,1080,1.05,6,2,1.00,2,1,3,1
4848,1666,1.03,5,2,1.00,0,0,4,0
2360,429,0.55,60,23,1.15,3,1,7,1
7358,2491,1.02,7,2,0.67,0,0,3,1
2849,521,0.55,27,14,1.56,2,0,7,1
6102,2063,1.01,15,3,0.60,0,0,6,0
6847,2310,1.01,3,1,1.00,0,0,7,0
4614,1568,1.02,2,0,0.00,0,0,8,0
6869,1349,0.59,46,23,1.44,2,1,6,1
3643,1245,1.02,3,1,1.00,0,0,3,0
940,329,1.05,15,4,0.80,1,0,3,1
1250,238,0.57,25,10,1.11,3,1,7,1
8072,2737,1.02,11,4,1.00,1,0,1,0
2842,997,1.05,11,3,0.75,2,0,12,0
9413,3185,1.01,7,3,1.00,0,0,8,0
9782,3282,1.01,4,2,1.00,0,0,1,0
4663,1584,1.02,5,2,1.00,0,0,6,0
5799,1144,0.59,57,26,1.37,0,0,7,0
621,226,1.09,13,4,0.80,0,0,12,0
5740,1955,1.02,5,2,1.00,2,0,9,1
3482,666,0.57,27,19,2.11,1,0,7,1
7876,2656,1.01,1,0,0.00,0,0,7,0
4958,1668,1.01,12,3,0.75,1,0,12,1
1105,412,1.12,0,0,0.00,0,0,7,0
3308,632,0.57,46,25,1.56,1,1,7,1
4947,1697,1.03,12,3,0.75,0,0,5,0
5712,1925,1.01,3,1,1.00,0,0,2,0
3342,627,0.56,28,14,1.40,3,1,9,1
3498,1183,1.01,8,3,1.00,1,0,3,1
6746,2284,1.02,7,2,0.67,2,0,2,0
9464,3184,1.01,9,3,1.00,0,0,1,0
8509,1686,0.59,55,19,1.00,1,1,7,1
1099,412,1.12,4,2,1.00,0,0,2,1
2257,788,1.05,5,2,1.00,1,1,3,0
412,37,0.27,38,21,1.62,3,0,7,1
7697,2612,1.02,6,2,1.00,0,0,7,0
8425,1640,0.58,37,14,1.08,3,1,7,1
4414,1518,1.03,0,0,0.00,0,0,7,1
2134,748,1.05,6,2,1.00,2,0,6,1
7507,1458,0.58,36,16,1.33,2,1,7,1
6060,2053,1.02,8,3,1.00,0,0,10,0
1728,592,1.03,7,1,0.33,0,0,3,0
7610,1517,0.60,28,18,1.80,2,1,4,1
487,193,1.18,11,3,0.75,0,0,9,0
5911,1993,1.01,9,3,1.00,1,1,4,0
1446,492,1.02,5,2,1.00,0,0,4,1
9703,3267,1.01,6,2,1.00,0,0,1,0
356,136,1.14,1,0,0.00,1,0,9,0
8621,1701,0.59,59,25,1.25,1,0,7,1
3819,1293,1.02,5,2,1.00,0,0,9,0
9463,1885,0.60,48,21,1.31,2,1,7,1
3933,1327,1.01,8,2,0.67,0,0,11,0
2444,852,1.05,3,1,1.00,0,0,10,0
3252,1113,1.03,1,0,0.00,0,0,1,0
4466,1537,1.03,8,1,0.33,1,0,9,0
2467,483,0.59,55,27,1.42,1,1,6,0
5298,1781,1.01,0,0,0.00,0,0,12,1
6464,2165,1.00,4,2,1.00,0,0,10,0
3161,611,0.58,36,22,1.83,2,1,7,1
9126,3079,1.01,13,3,0.60,0,0,1,1
730,286,1.17,0,0,0.00,0,0,4,0
7159,1392,0.58,42,18,1.29,3,1,7,1
923,328,1.06,13,5,1.00,2,0,2,0
4530,1530,1.01,6,2,1.00,0,0,4,0
2810,962,1.03,12,4,1.00,2,0,9,1
1872,653,1.05,6,2,1.00,0,0,10,0
4219,1422,1.01,0,0,0.00,0,0,7,0
6321,1234,0.59,49,18,1.06,2,1,7,1
5451,1839,1.01,6,2,1.00,0,0,10,0
7790,1523,0.59,11,13,3.25,3,1,2,1
3093,1068,1.04,15,5,1.00,0,0,3,0
8474,2849,1.01,4,2,1.00,0,0,5,0
1193,447,1.12,8,3,1.00,0,0,9,0
871,301,1.03,8,1,0.33,0,0,4,0
5110,1728,1.01,3,1,1.00,0,0,3,0
8305,2788,1.01,10,3,0.75,0,0,6,0
5943,2031,1.03,3,1,1.00,0,0,6,0
5886,1995,1.02,12,3,0.75,0,0,8,0
5343,1026,0.58,29,12,1.20,1,0,11,1
2354,799,1.02,12,2,0.50,0,0,4,0
8257,2792,1.01,10,4,1.00,2,1,6,0
2837,995,1.05,13,3,0.60,1,0,9,1
7151,2420,1.02,2,0,0.00,1,0,6,0
3723,1273,1.03,9,2,0.67,2,0,6,0
7508,2545,1.02,0,0,0.00,2,0,6,0
713,284,1.19,8,3,1.00,0,0,8,0
4975,1671,1.01,14,4,0.80,0,0,12,0
6752,1311,0.58,53,18,1.00,3,1,6,1
3170,612,0.58,29,17,1.70,3,1,6,0
8886,1761,0.59,49,23,1.35,3,1,6,1
9018,3022,1.01,15,4,0.80,0,0,12,0
5401,1066,0.59,37,16,1.23,3,0,6,1
4649,1561,1.01,3,1,1.00,2,1,3,0
2174,396,0.55,32,18,1.64,0,0,7,1
9292,1831,0.59,33,16,1.45,2,0,6,1
8278,1628,0.59,14,6,1.20,3,1,4,1
2754,951,1.04,3,1,1.00,0,0,5,1
5461,1853,1.02,1,0,0.00,0,0,9,0
7146,2403,1.01,2,0,0.00,0,0,8,0
7538,2553,1.02,4,2,1.00,0,0,11,1
8376,1647,0.59,46,19,1.19,1,1,6,1
8175,2741,1.01,7,3,1.00,1,1,11,1
6069,2064,1.02,3,1,1.00,1,0,10,0
2813,975,1.04,11,4,1.00,0,0,1,1
6215,2114,1.02,4,2,1.00,1,0,10,1
8133,2759,1.02,11,2,0.50,0,0,11,0
6206,1212,0.59,52,20,1.11,1,1,6,1
5696,1925,1.01,13,5,1.00,2,0,11,1
907,152,0.50,28,13,1.30,3,0,6,1
882,318,1.08,10,4,1.00,1,1,10,1
5545,1062,0.57,28,19,1.90,1,1,7,1
8638,2916,1.01,10,2,0.50,0,0,4,0
9815,1919,0.59,27,18,2.00,3,1,5,1
2397,848,1.06,9,1,0.33,1,0,1,0
9080,3058,1.01,15,3,0.60,2,0,12,0
1278,225,0.53,50,19,1.12,2,1,7,1
5576,1088,0.59,55,28,1.47,1,1,7,0
4852,1638,1.01,11,3,0.75,1,0,1,0
1279,474,1.11,7,2,0.67,1,0,4,0
1104,188,0.51,45,23,1.53,1,1,7,1
9899,3343,1.01,2,0,0.00,0,0,2,0
7156,2422,1.02,10,3,0.75,0,0,11,0
2150,755,1.05,8,3,1.00,2,0,2,0
7558,1501,0.60,58,22,1.10,3,1,6,1
5206,1774,1.02,12,2,0.50,0,0,6,0
6700,2249,1.01,1,0,0.00,1,1,1,0
6209,2114,1.02,12,3,0.75,0,0,12,0
6573,2206,1.01,3,1,1.00,2,0,5,0
5518,1883,1.02,2,0,0.00,0,0,6,0
9118,3062,1.01,11,2,0.50,1,0,4,0
767,281,1.10,6,2,1.00,1,1,8,0
8478,2867,1.01,5,2,1.00,0,0,11,0
7854,2661,1.02,11,3,0.75,0,0,1,1
3422,635,0.56,51,26,1.53,2,1,6,1
7302,1427,0.59,59,20,1.00,1,1,6,0
8827,2974,1.01,5,2,1.00,1,0,12,0
6404,2160,1.01,13,4,0.80,0,0,5,0
3420,1189,1.04,14,4,0.80,0,0,7,0
4990,1701,1.02,6,2,1.00,2,0,10,0
6748,2281,1.01,5,2,1.00,2,0,2,0
4517,1542,1.02,3,1,1.00,2,0,11,0
4767,1639,1.03,5,2,1.00,0,0,1,0
2228,404,0.54,59,20,1.00,2,0,6,1
4278,1445,1.01,15,5,1.00,2,0,12,0
1522,545,1.07,1,0,0.00,0,0,11,0
5676,1929,1.02,6,2,1.00,2,1,11,0
4527,879,0.58,29,15,1.50,1,1,7,1
9138,3080,1.01,1,0,0.00,2,0,3,1
8102,2718,1.01,4,2,1.00,1,0,11,0
3182,590,0.56,41,22,1.57,2,0,7,1
6663,2265,1.02,7,2,0.67,1,0,1,0
6445,2163,1.01,9,3,1.00,0,0,4,0
2503,882,1.06,10,2,0.50,2,0,5,0
8291,2808,1.02,11,2,0.50,2,0,5,0
8721,2939,1.01,11,3,0.75,0,0,3,0
7174,1407,0.59,30,12,1.20,0,0,6,1
3233,638,0.59,43,19,1.27,3,1,6,1
6458,2166,1.01,11,4,1.00,2,1,4,0
8346,2820,1.01,10,2,0.50,1,0,8,0
6294,2113,1.01,11,2,0.50,1,0,12,0
8764,2955,1.01,14,5,1.00,0,0,11,0
3558,696,0.59,13,6,1.20,1,0,9,0
4069,1369,1.01,8,1,0.33,0,0,2,0
4754,930,0.59,54,22,1.22,2,1,7,1
1806,650,1.08,11,4,1.00,0,0,12,0
7339,2465,1.01,15,5,1.00,0,0,2,0
1149,181,0.47,59,23,1.15,3,1,7,1
3067,1071,1.05,1,0,0.00,0,0,5,0
5321,1056,0.60,55,26,1.37,1,0,6,1
5052,1723,1.02,4,2,1.00,0,0,4,0
2354,813,1.04,14,5,1.00,0,0,10,0
4161,1425,1.03,6,2,1.00,0,0,11,0
8250,2768,1.01,11,3,0.75,0,0,5,0
7805,2651,1.02,2,0,0.00,2,0,12,0
7194,1393,0.58,45,23,1.53,3,0,7,0
2206,418,0.57,52,22,1.22,3,1,6,1
4250,1458,1.03,12,4,1.00,1,1,3,0
5276,1772,1.01,7,2,0.67,1,1,5,0
9664,1884,0.58,17,12,2.00,1,0,4,1
4977,1672,1.01,6,2,1.00,2,0,5,0
6033,2051,1.02,11,3,0.75,0,0,1,0
7613,2583,1.02,4,2,1.00,0,0,3,0
1018,351,1.03,14,5,1.00,0,0,11,0
8809,2986,1.02,13,4,0.80,0,0,1,0
4182,1405,1.01,1,0,0.00,0,0,4,1
2715,919,1.02,6,2,1.00,0,0,7,0
9700,3280,1.01,13,5,1.00,0,0,6,0
4490,1537,1.03,5,2,1.00,0,0,5,0
6096,2070,1.02,12,4,1.00,2,0,7,1
5530,1880,1.02,12,4,1.00,2,0,10,0
9443,3193,1.01,9,2,0.67,0,0,12,0
8975,3026,1.01,4,2,1.00,1,0,8,0
4911,1654,1.01,6,2,1.00,0,0,8,0
9976,3338,1.00,11,2,0.50,0,0,3,0
8808,2966,1.01,15,3,0.60,2,1,11,1
1329,461,1.04,6,2,1.00,0,0,4,0
3528,681,0.58,46,20,1.25,2,1,7,1
2047,695,1.02,8,1,0.33,2,0,9,0
9295,3144,1.01,14,3,0.60,0,0,8,1
1942,680,1.05,7,3,1.00,0,0,11,0
2511,880,1.05,9,1,0.33,0,0,3,0
6637,2250,1.02,9,2,0.67,0,0,9,0
4046,1362,1.01,12,4,1.00,1,0,12,0
7066,1395,0.59,11,10,2.50,1,1,1,0
8605,2908,1.01,15,3,0.60,2,0,4,0
2416,436,0.54,16,13,2.17,3,1,5,0
6306,2120,1.01,2,0,0.00,1,0,11,0
5788,1977,1.02,1,0,0.00,1,0,9,1
9436,3178,1.01,3,1,1.00,0,0,9,0
5283,1796,1.02,10,4,1.00,1,0,11,0
2612,893,1.03,7,3,1.00,0,0,4,0
4259,1450,1.02,12,4,1.00,1,1,4,1
7426,2487,1.00,15,5,1.00,0,0,7,0
3260,1104,1.02,5,2,1.00,0,0,7,0
4706,1600,1.02,15,5,1.00,0,0,9,1
9318,1840,0.59,34,12,1.00,1,1,6,0
2127,741,1.05,10,3,0.75,0,0,10,0
1028,379,1.10,1,0,0.00,1,0,6,0
5561,1899,1.02,0,0,0.00,0,0,12,0
5265,1029,0.59,50,21,1.24,2,1,6,1
4391,847,0.58,38,21,1.62,1,1,7,1
8072,2707,1.01,5,2,1.00,0,0,5,0
2503,874,1.05,1,0,0.00,0,0,11,1
6652,2252,1.02,12,2,0.50,1,0,1,0
1080,389,1.08,4,2,1.00,0,0,4,0
4844,1650,1.02,8,1,0.33,1,0,2,1
1056,207,0.59,37,19,1.46,3,1,6,1
8766,1712,0.59,24,16,2.00,1,1,12,1
9935,3326,1.00,10,2,0.50,0,0,1,0
967,170,0.53,57,22,1.16,0,0,6,1
4955,1695,1.03,9,1,0.33,1,1,10,0
2874,977,1.02,9,3,1.00,0,0,11,0
6198,2112,1.02,6,2,1.00,0,0,6,1
4365,1494,1.03,11,3,0.75,2,0,11,0
761,279,1.10,5,2,1.00,0,0,6,0
1284,445,1.04,3,1,1.00,0,0,9,0
9209,3113,1.01,8,3,1.00,0,0,9,0
7356,2495,1.02,2,0,0.00,0,0,2,0
6008,2046,1.02,11,4,1.00,1,0,2,0
5244,1030,0.59,18,16,2.67,0,0,8,0
795,313,1.18,8,2,0.67,0,0,4,0
4570,888,0.58,49,18,1.06,2,0,6,0
2684,933,1.04,6,2,1.00,0,0,11,0
7142,2414,1.01,8,1,0.33,2,1,6,1
2479,851,1.03,1,0,0.00,2,0,8,1
1381,505,1.10,3,1,1.00,2,0,7,0
2070,711,1.03,5,2,1.00,2,0,11,0
7026,2386,1.02,9,1,0.33,0,0,3,0
2142,754,1.06,1,0,0.00,1,0,8,0
1104,400,1.09,10,4,1.00,2,0,4,0
7414,2489,1.01,9,3,1.00,0,0,2,0
6098,1215,0.60,42,21,1.50,2,1,6,1
7111,2386,1.01,6,2,1.00,1,0,12,0
429,56,0.39,36,16,1.33,3,1,6,1
1344,226,0.50,16,6,1.00,0,0,1,1
2617,901,1.03,13,4,0.80,0,0,3,0
1795,341,0.57,10,5,1.25,1,1,4,1
7665,2598,1.02,4,2,1.00,0,0,12,0
1596,562,1.06,5,2,1.00,1,0,8,0
4762,945,0.60,12,5,1.25,1,1,4,1
7340,2489,1.02,6,2,1.00,2,0,5,1
9708,3269,1.01,15,5,1.00,0,0,9,1
5360,1827,1.02,4,2,1.00,1,0,5,0
1074,401,1.12,2,0,0.00,2,0,2,0
8565,2895,1.01,13,5,1.00,0,0,11,0
4625,1585,1.03,4,2,1.00,0,0,12,0
8396,1671,0.60,26,16,1.78,2,1,7,1
2424,818,1.01,1,0,0.00,0,0,12,0
7145,2426,1.02,8,1,0.33,2,1,7,0
5386,1036,0.58,60,24,1.20,3,1,7,1
4273,1469,1.03,11,2,0.50,1,0,12,0
6492,1292,0.60,16,14,2.33,3,1,5,1
2242,797,1.07,8,3,1.00,0,0,5,0
6763,2287,1.01,6,2,1.00,0,0,5,0
4082,809,0.59,57,20,1.05,0,0,7,1
6737,2266,1.01,13,3,0.60,0,0,1,0
8099,1604,0.59,19,13,1.86,3,1,10,0
4923,1656,1.01,9,2,0.67,0,0,9,0
4561,1552,1.02,7,2,0.67,0,0,11,0
7984,2675,1.00,10,4,1.00,0,0,10,0
2366,835,1.06,5,2,1.00,0,0,7,0
3100,591,0.57,44,20,1.33,2,1,6,1
1207,417,1.03,9,1,0.33,2,1,3,0
8191,2748,1.01,6,2,1.00,0,0,5,1
2795,966,1.04,8,1,0.33,0,0,9,0
7854,2645,1.01,12,3,0.75,1,0,1,0
2033,361,0.53,60,29,1.45,3,1,6,1
4741,921,0.58,53,19,1.06,0,0,7,1
1712,599,1.05,11,4,1.00,2,0,10,0
5955,1996,1.01,4,2,1.00,0,0,10,0
4954,1664,1.01,4,2,1.00,2,0,5,0
8231,2757,1.00,14,3,0.60,0,0,1,0
9329,3159,1.02,8,3,1.00,0,0,3,0
2337,453,0.58,56,19,1.00,2,0,6,1
8035,2701,1.01,2,0,0.00,0,0,8,0
316,51,0.48,59,22,1.10,2,1,6,1
1583,544,1.03,0,0,0.00,2,0,2,1
9501,1888,0.60,54,25,1.39,1,0,7,1
3075,1036,1.01,12,3,0.75,1,1,4,0
4148,1423,1.03,11,2,0.50,0,0,4,0
7795,2638,1.02,7,1,0.33,0,0,11,0
8103,2735,1.01,6,2,1.00,2,1,11,0
9479,3179,1.01,10,2,0.50,0,0,10,0
3683,1241,1.01,1,0,0.00,1,1,9,0
8346,2821,1.01,5,2,1.00,0,0,11,0
9134,3094,1.02,7,2,0.67,0,0,4,0
8545,2860,1.00,1,0,0.00,2,0,10,0
4799,1617,1.01,6,2,1.00,1,1,11,0
898,349,1.16,3,1,1.00,2,0,7,0
4792,1618,1.01,8,3,1.00,1,0,7,0
6321,1254,0.60,51,24,1.41,0,0,7,1
7124,2386,1.00,7,1,0.33,0,0,9,0
8521,2865,1.01,0,0,0.00,0,0,10,0
1851,322,0.52,42,21,1.50,1,1,6,1
3634,1242,1.02,10,3,0.75,0,0,7,0
2334,800,1.03,15,5,1.00,0,0,7,1
1915,655,1.03,11,4,1.00,2,0,3,0
793,296,1.12,7,3,1.00,0,0,6,0
810,298,1.10,3,1,1.00,0,0,8,1
2209,748,1.01,10,3,0.75,1,1,8,0
4738,1627,1.03,7,3,1.00,0,0,12,0
2701,919,1.02,11,4,1.00,0,0,7,0
9758,3277,1.01,3,1,1.00,2,0,2,0
5712,1950,1.02,0,0,0.00,1,0,5,0
7969,2676,1.01,5,2,1.00,0,0,8,0
1297,464,1.07,3,1,1.00,0,0,9,0
9133,3082,1.01,6,2,1.00,0,0,2,0
6346,1264,0.60,25,14,1.56,0,0,11,1
8167,2738,1.01,7,1,0.33,1,0,6,0
7104,2416,1.02,4,2,1.00,0,0,9,0
3327,1144,1.03,0,0,0.00,0,0,9,0
4896,1653,1.01,11,3,0.75,0,0,1,1
2799,948,1.02,9,1,0.33,0,0,6,0
9567,3225,1.01,2,0,0.00,2,1,5,0
2562,874,1.02,0,0,0.00,0,0,10,0
7188,2409,1.01,3,1,1.00,1,0,9,0
4697,894,0.57,60,25,1.25,0,0,7,1
716,108,0.45,28,10,1.00,3,1,7,1
6049,2060,1.02,6,2,1.00,0,0,6,0
1656,309,0.56,44,18,1.20,0,0,6,1
7559,2545,1.01,14,4,0.80,0,0,5,0
921,340,1.11,6,2,1.00,0,0,1,1
9906,1952,0.59,28,13,1.30,2,0,5,0
2274,775,1.02,4,2,1.00,0,0,3,0
8373,2806,1.01,10,3,0.75,0,0,12,0
2889,991,1.03,6,2,1.00,0,0,5,0
4432,1508,1.02,2,0,0.00,2,1,11,0
4473,873,0.59,34,12,1.00,3,0,7,1
8421,2822,1.01,5,2,1.00,0,0,8,0
4583,1547,1.01,1,0,0.00,1,1,3,0
8552,1662,0.58,30,16,1.60,3,1,7,1
4300,1480,1.03,3,1,1.00,2,0,6,1
2932,1026,1.05,14,4,0.80,0,0,11,0
4140,813,0.59,52,18,1.00,3,1,6,0
9843,3312,1.01,4,2,1.00,0,0,12,0
4147,1428,1.03,10,3,0.75,1,0,2,0
8458,2861,1.01,0,0,0.00,0,0,1,0
4346,1476,1.02,9,2,0.67,0,0,7,0
6639,1293,0.58,49,24,1.41,1,1,7,1
7031,2360,1.01,11,4,1.00,0,0,7,0
6626,2251,1.02,15,5,1.00,2,0,6,0
403,72,0.53,43,21,1.40,1,1,7,1
6150,2094,1.02,15,4,0.80,0,0,9,0
1024,378,1.11,15,5,1.00,2,1,4,0
3578,1226,1.03,10,2,0.50,0,0,2,0
5857,1983,1.02,7,1,0.33,0,0,12,0
3975,1352,1.02,10,4,1.00,0,0,7,0
4271,816,0.57,57,28,1.47,1,1,7,1
4970,1704,1.03,12,2,0.50,0,0,2,0
7920,2651,1.00,5,2,1.00,1,0,2,1
948,348,1.10,9,1,0.33,0,0,9,1
9821,1947,0.59,32,20,1.82,2,0,7,1
7380,2474,1.01,4,2,1.00,1,0,8,0
9070,3049,1.01,8,2,0.67,0,0,8,1
1305,256,0.59,21,10,1.43,1,1,1,1
605,100,0.50,36,15,1.25,2,1,7,0
4241,1427,1.01,0,0,0.00,0,0,1,1
4019,790,0.59,56,23,1.21,2,1,6,1
8703,2944,1.01,1,0,0.00,0,0,12,0
4365,1491,1.02,10,4,1.00,0,0,7,0
7752,2608,1.01,5,2,1.00,0,0,10,0
9249,3109,1.01,13,4,0.80,2,1,7,1
6856,2334,1.02,15,5,1.00,0,0,2,0
7275,2467,1.02,5,2,1.00,0,0,9,0
4780,1607,1.01,13,4,0.80,0,0,4,0
4852,1666,1.03,8,2,0.67,1,0,12,0
8410,2839,1.01,6,2,1.00,0,0,11,1
9945,1964,0.59,15,14,2.80,2,1,2,0
9719,3255,1.00,13,4,0.80,0,0,11,0
2506,861,1.03,0,0,0.00,2,1,2,0
2051,711,1.04,3,1,1.00,0,0,7,0
4860,1642,1.01,10,4,1.00,2,0,6,0
5765,1963,1.02,13,5,1.00,0,0,3,0
1232,450,1.09,10,3,0.75,1,0,3,0
5884,1987,1.01,9,3,1.00,0,0,5,0
853,310,1.09,10,2,0.50,1,0,2,0
5327,1821,1.03,2,0,0.00,1,0,8,0
3561,665,0.56,44,22,1.47,3,1,6,1
2403,848,1.06,8,1,0.33,0,0,8,0
9849,3305,1.01,0,0,0.00,2,0,5,0
4745,1629,1.03,9,1,0.33,1,0,8,1
1561,276,0.53,50,20,1.18,1,1,7,1
6008,2018,1.01,1,0,0.00,0,0,3,0
4130,780,0.57,25,9,1.00,3,1,7,1
3335,633,0.57,58,27,1.35,2,1,7,1
3004,1031,1.03,0,0,0.00,1,0,8,0
4343,824,0.57,58,25,1.25,1,1,6,1
6041,2035,1.01,13,4,0.80,2,0,5,0
3583,710,0.59,53,18,1.00,2,1,7,1
3768,1292,1.03,14,3,0.60,0,0,5,0
9973,3359,1.01,13,4,0.80,0,0,4,0
4030,1379,1.03,10,2,0.50,0,0,7,0
5380,1831,1.02,3,1,1.00,1,0,12,0
905,319,1.06,9,1,0.33,0,0,2,0
3931,1333,1.02,4,2,1.00,2,0,3,0
3596,711,0.59,30,13,1.30,3,1,7,1
6316,2124,1.01,15,4,0.80,0,0,1,0
3358,1140,1.02,14,4,0.80,0,0,8,0
839,306,1.09,13,4,0.80,1,1,12,0
7025,2382,1.02,5,2,1.00,0,0,7,0
3715,1288,1.04,5,2,1.00,0,0,10,0
7524,2535,1.01,1,0,0.00,2,0,5,0
7683,2573,1.00,8,3,1.00,2,1,6,0
7668,2571,1.01,12,2,0.50,1,0,7,0
6173,1195,0.58,41,23,1.64,2,1,7,1
3889,732,0.56,48,17,1.06,1,0,6,1
6674,1286,0.58,27,18,2.00,1,1,1,1
6785,1350,0.60,28,13,1.30,1,1,2,1
9746,1907,0.59,27,13,1.44,0,0,7,1
740,280,1.13,6,2,1.00,0,0,7,1
3946,1344,1.02,14,3,0.60,1,0,4,0
2098,750,1.07,7,1,0.33,1,1,11,0
2666,931,1.05,6,2,1.00,1,1,2,1
9798,3299,1.01,13,4,0.80,2,0,5,0
996,364,1.10,10,3,0.75,0,0,1,0
9238,1838,0.60,22,17,2.12,1,1,4,1
447,184,1.23,11,3,0.75,0,0,1,0
8088,1569,0.58,35,15,1.25,0,0,6,1
7261,2445,1.01,7,1,0.33,2,0,7,0
6982,1391,0.60,26,13,1.44,0,0,1,1
5574,1882,1.01,12,3,0.75,0,0,3,1
6001,2044,1.02,4,2,1.00,1,0,6,0
9257,3104,1.01,15,4,0.80,1,0,10,0
8513,2863,1.01,7,3,1.00,1,1,11,0
8312,1632,0.59,56,19,1.00,0,0,7,1
2144,735,1.03,5,2,1.00,2,1,4,0
1704,583,1.03,1,0,0.00,1,0,5,0
5160,1004,0.58,56,27,1.42,0,0,6,0
4208,822,0.59,27,14,1.56,1,1,6,1
6284,2111,1.01,1,0,0.00,0,0,9,1
6756,2302,1.02,0,0,0.00,0,0,1,1
9540,3210,1.01,2,0,0.00,0,0,4,0
1493,528,1.06,8,2,0.67,1,0,9,0
5018,1714,1.02,7,3,1.00,1,0,3,0
1549,535,1.03,0,0,0.00,2,0,4,0
8227,2767,1.01,7,2,0.67,1,1,1,0
2379,803,1.01,2,0,0.00,0,0,5,0
5941,2027,1.02,8,1,0.33,0,0,3,1
1106,406,1.10,2,0,0.00,0,0,10,1
9587,3219,1.01,9,1,0.33,0,0,5,1
9333,1839,0.59,28,11,1.10,3,1,6,0
3386,1163,1.03,4,2,1.00,1,0,3,1
1843,664,1.08,3,1,1.00,2,0,2,1
3191,629,0.59,45,23,1.53,1,0,6,1
7682,1495,0.58,38,19,1.46,0,0,7,1
5962,2031,1.02,6,2,1.00,1,0,10,0
4461,1513,1.02,13,5,1.00,0,0,1,0
2411,433,0.54,56,28,1.47,2,1,6,1
8463,2847,1.01,3,1,1.00,0,0,5,0
7249,2454,1.02,2,0,0.00,1,0,7,0
9913,3354,1.01,7,1,0.33,0,0,12,0
9343,3151,1.01,6,2,1.00,2,0,4,0
1242,446,1.08,2,0,0.00,0,0,8,0
4191,1428,1.02,7,3,1.00,1,0,11,0
